city,year,suhi_day_C_mean,suhi_night_C_mean,dEVI_mean,t2m_C_mean,rh_pct_mean,wind10_ms_mean,precip_mm_mean,cloud_frac_mean,blh_m_mean,n_months,n_valid_day,n_valid_night,urban_lst_day_C_mean,urban_lst_night_C_mean,rural_lst_day_C_mean,rural_lst_night_C_mean,period,season
Sydney,2025,1.549566148,1.134247239,-0.064153662,22.56693919,72.60277859,1.489485403,70.28663931,0.532368397,640.5387469,3,3,3,34.16527879,18.83510372,32.61571264,17.70085648,Summer,Summer
Sydney,2026,1.114146639,0.461421536,-0.076968749,21.66356301,61.68416817,1.033681247,79.40719111,0.588389764,773.7709609,1,1,1,34.16362619,17.55572032,33.04947955,17.09429878,Summer,Summer
Adelaide,2003,1.405872147,0.244625415,-0.088038351,10.54984803,76.74725448,2.579964494,71.85163182,0.516351743,635.0041683,3,3,3,14.84675882,6.394057754,13.44088667,6.149432338,Winter,Winter
Adelaide,2004,1.416578665,0.598323412,-0.088602347,11.12800115,77.37975807,2.552372487,83.00717069,0.514493858,643.0477801,3,3,3,15.19759087,6.159423908,13.7810122,5.561100496,Winter,Winter
Adelaide,2005,1.291064732,0.152514301,-0.058126352,11.4864636,74.8394703,1.965807629,88.35563032,0.511958028,571.2881398,3,3,3,15.94474817,7.045951548,14.65368344,6.893437247,Winter,Winter
Adelaide,2006,1.529083663,0.414195109,-0.080729092,10.43199907,74.67788763,0.737989026,28.59078145,0.42288571,461.0384662,3,3,3,16.86404492,5.936928244,15.33496126,5.522733135,Winter,Winter
Adelaide,2007,1.519639345,-0.005959262,-0.086583158,10.5863661,74.55711252,1.803198168,32.39815367,0.470310356,582.438376,3,3,3,15.65192876,6.219826045,14.13228942,6.225785307,Winter,Winter
Adelaide,2008,1.549774624,0.631913036,-0.092189295,10.56116615,76.71893894,1.704788087,77.07195408,0.533766127,628.3593278,3,3,3,15.2561446,5.644731035,13.70636998,5.012817999,Winter,Winter
Adelaide,2009,1.631081636,0.572593705,-0.100405779,11.56921894,77.23829271,2.909287032,66.25745769,0.513470414,630.3976101,3,3,3,15.87638519,7.266906931,14.24530355,6.694313226,Winter,Winter
Adelaide,2010,1.616903263,0.289484537,-0.095074379,10.385876,78.4183555,1.717112003,73.62698615,0.542034226,574.8072687,3,3,3,14.8530868,5.604590318,13.23618354,5.315105781,Winter,Winter
Adelaide,2011,1.565331627,0.994211182,-0.08896205,11.25586571,76.69566687,1.26907038,52.96636943,0.487165391,547.4994262,3,3,3,16.56611328,6.736321852,15.00078165,5.742110669,Winter,Winter
Adelaide,2012,1.430221717,0.386844644,-0.080886873,10.45437239,78.17239718,1.560047035,64.45451966,0.514818962,577.7826085,3,3,3,14.81385721,5.789496636,13.38363549,5.402651992,Winter,Winter
Adelaide,2013,1.611122236,0.626927518,-0.102201474,11.52933288,79.49708588,2.308342972,82.36939511,0.55265773,588.1370185,3,3,3,16.52761689,7.332947475,14.91649466,6.706019957,Winter,Winter
Adelaide,2014,1.623354496,0.824342872,-0.098188057,10.96993715,77.56767722,1.860028007,57.15860092,0.54553362,570.5244706,3,3,3,15.85515961,6.33615011,14.23180512,5.511807238,Winter,Winter
Adelaide,2015,1.645457187,0.3657843,-0.085951838,10.39287052,77.73971516,1.14213674,45.34529256,0.570510098,542.8631124,3,3,3,15.17653609,5.648042836,13.5310789,5.282258537,Winter,Winter
Adelaide,2016,1.625244124,0.499431925,-0.0954018,11.05792738,78.44765635,2.149938484,82.87133392,0.573103058,619.6280753,3,3,3,15.80511009,6.312987785,14.17986597,5.81355586,Winter,Winter
Adelaide,2017,1.543456207,0.318920635,-0.078255676,10.73948033,76.19043056,2.084823255,69.50627859,0.491992213,537.3399697,3,3,3,16.02168346,6.326576584,14.47822725,6.007655949,Winter,Winter
Adelaide,2018,1.571661713,0.760333038,-0.087850911,10.9983582,71.32003428,2.454279538,60.1036008,0.543144421,661.125406,3,3,3,16.14071665,6.000355227,14.56905494,5.240022189,Winter,Winter
Adelaide,2019,1.535093518,0.475731582,-0.097761438,10.78317384,75.88129607,1.865294842,53.93321928,0.497522429,576.9029365,3,3,3,16.10131314,6.142979925,14.56621962,5.667248343,Winter,Winter
Adelaide,2020,1.602440814,0.371764552,-0.087613797,10.21399205,78.51826034,1.019054456,50.93865468,0.51434987,501.786075,3,3,3,16.01524163,6.130111335,14.41280082,5.758346784,Winter,Winter
Adelaide,2021,1.480712732,0.535537279,-0.079150457,11.16416163,78.04763776,2.248454677,75.9338815,0.565904337,603.6327848,3,3,3,15.98869714,6.886608626,14.50798441,6.351071347,Winter,Winter
Adelaide,2022,1.483850284,0.598303854,-0.094035313,10.76509078,79.33808575,1.774660369,71.31727874,0.599593743,605.0330817,3,3,3,15.12115566,6.137232038,13.63730538,5.538928184,Winter,Winter
Adelaide,2023,1.576852135,0.41002255,-0.090100661,11.4787735,78.45459004,2.185962335,59.76954755,0.534264357,564.7967506,3,3,3,16.24305847,7.276350888,14.66620634,6.866328338,Winter,Winter
Adelaide,2024,1.393939502,0.267777994,-0.070682818,11.42754325,76.13618796,1.799949441,54.12151381,0.556341264,548.8375424,3,3,3,15.34032337,6.888102407,13.94638387,6.620324413,Winter,Winter
Adelaide,2025,1.214641749,0.319843512,-0.07619986,10.85594931,74.89178412,1.870288811,75.06007385,0.562851989,612.1115586,3,3,3,13.32983952,6.18287148,12.11519777,5.863027968,Winter,Winter
Brisbane,2003,1.069482984,-0.045371954,-0.03974202,14.94816564,71.79259084,0.962652551,35.96907756,0.350931447,457.6569151,3,3,3,22.50554996,10.59901824,21.43606697,10.6443902,Winter,Winter
Brisbane,2004,0.891734249,-0.104318587,-0.044989808,14.74001942,64.05773728,1.217100389,16.89489605,0.213725658,505.06075,3,3,3,23.99366385,10.41331404,23.1019296,10.51763263,Winter,Winter
Brisbane,2005,0.838026294,-0.261652736,-0.038430566,15.32127405,71.87468905,0.84755439,70.21380871,0.368715485,505.6455766,3,3,3,23.16014886,11.10009292,22.32212257,11.36174565,Winter,Winter
Brisbane,2006,0.929752333,-0.050378737,-0.042548935,15.11003337,70.515082,1.026157461,90.79866553,0.305948328,455.8607766,3,3,3,23.40214537,11.22558407,22.47239304,11.27596281,Winter,Winter
Brisbane,2007,0.705578693,0.255745369,-0.033068301,14.59190486,64.57476191,1.583777763,73.92919303,0.345366283,525.4385608,3,3,3,23.03464135,10.19732875,22.32906266,9.941583383,Winter,Winter
Brisbane,2008,1.025539577,-0.199965682,-0.039780759,14.75259159,68.47400615,1.121464156,78.20793003,0.349140433,463.1860907,3,3,3,21.95427856,10.90649361,20.92873898,11.10645929,Winter,Winter
Brisbane,2009,1.24262457,-0.100611072,-0.05388235,15.33274274,70.45858018,0.950180912,31.12717963,0.253003003,449.5176995,3,3,3,23.1889812,11.72637685,21.94635663,11.82698793,Winter,Winter
Brisbane,2010,1.083877041,0.403031298,-0.050648657,15.11463023,70.4092257,1.404173035,52.93913307,0.422813083,484.9226859,3,3,3,22.33271822,10.80142156,21.24884118,10.39839026,Winter,Winter
Brisbane,2011,1.239861279,0.015220542,-0.055497278,14.45496301,67.79342208,1.491540757,31.37172408,0.318384644,507.386935,3,3,3,22.00963919,10.46546156,20.76977792,10.45024102,Winter,Winter
Brisbane,2012,1.303753527,-0.075645173,-0.058615121,14.74264445,69.39687468,1.404692849,64.95433178,0.326744333,496.4837664,3,3,3,22.25002328,10.59146115,20.94626976,10.66710632,Winter,Winter
Brisbane,2013,1.346315614,0.32573146,-0.063489899,15.59880683,72.34379366,1.281996287,56.7084961,0.375810299,434.2489108,3,3,3,23.09896122,11.59899614,21.75264561,11.27326468,Winter,Winter
Brisbane,2014,1.134040892,-0.205094333,-0.054386071,15.08669551,66.95847564,1.45095388,49.09332791,0.316777174,527.8269812,3,3,3,23.40408694,10.79689286,22.27004605,11.0019872,Winter,Winter
Brisbane,2015,1.313395968,-0.145138339,-0.063363571,15.03407426,72.44762337,1.218246583,37.84553404,0.36008403,455.7344755,3,3,3,22.4063283,10.8525208,21.09293233,10.99765913,Winter,Winter
Brisbane,2016,1.137882425,-0.004936013,-0.051794369,15.75269857,70.31078139,0.937405105,78.3549547,0.423989433,515.2532948,3,3,3,23.05362817,12.02456403,21.91574575,12.02950004,Winter,Winter
Brisbane,2017,1.18740039,0.010425276,-0.062476538,15.73380209,65.76065309,1.240909292,24.2020985,0.2452463,482.2789142,3,3,3,23.87393694,11.60868971,22.68653655,11.59826443,Winter,Winter
Brisbane,2018,1.186525492,-0.227584658,-0.050991432,15.04078151,63.86207675,0.926107264,31.74321219,0.25994966,459.0040304,3,3,3,23.65497336,11.03587527,22.46844787,11.26345993,Winter,Winter
Brisbane,2019,0.958805015,0.18899711,-0.045994714,15.45969234,68.40788389,1.035182846,32.71783799,0.309039218,474.4501652,3,3,3,24.07987616,11.51766148,23.12107115,11.32866437,Winter,Winter
Brisbane,2020,1.085430249,-0.063196828,-0.067179016,15.33806622,69.19554619,1.325516243,32.11405145,0.340564453,512.6992132,3,3,3,23.35561419,11.41362721,22.27018394,11.47682404,Winter,Winter
Brisbane,2021,1.354467481,0.024565123,-0.057905964,15.07455718,72.23164769,1.023476447,38.74797869,0.344475339,448.9762438,3,3,3,22.75183316,11.2711399,21.39736568,11.24657477,Winter,Winter
Brisbane,2022,1.373834761,0.116547342,-0.06094297,14.15598428,73.12314721,1.239314729,51.05241926,0.383128394,431.2623219,3,3,3,21.20438153,10.42458049,19.83054677,10.30803314,Winter,Winter
Brisbane,2023,1.064459151,0.133682822,-0.051030527,15.68004742,69.48859479,0.83313868,21.71366572,0.35389242,457.7348984,3,3,3,23.31854261,11.66871057,22.25408346,11.53502775,Winter,Winter
Brisbane,2024,1.154463453,0.198396985,-0.069445075,15.62159139,72.25865527,1.246225624,47.2252336,0.319185234,449.3055619,3,3,3,21.93779447,11.882822,20.78333101,11.68442502,Winter,Winter
Brisbane,2025,1.007090102,-0.034341858,-0.075383143,14.77764565,71.70012715,1.581975511,48.02541533,0.340491691,470.9533595,3,3,3,19.34298866,11.05957953,18.33589855,11.09392139,Winter,Winter
Melbourne,2003,0.427074105,0.756799191,-0.097224671,9.731398892,77.30954185,2.825925971,70.61516327,0.59055748,647.6912415,3,3,3,12.97803927,4.846335246,12.55096516,4.089536055,Winter,Winter
Melbourne,2004,0.510072832,0.769798193,-0.115457356,9.85592046,76.43107337,2.894047473,73.24676988,0.602579439,664.0800292,3,3,3,13.44446239,5.088308964,12.93438956,4.318510772,Winter,Winter
Melbourne,2005,0.272967424,0.826180212,-0.084853615,10.45463469,76.24090973,2.711090752,58.27887214,0.54803133,581.4907821,3,3,3,14.37706989,5.655972335,14.10410246,4.829792122,Winter,Winter
Melbourne,2006,0.331791549,0.732660344,-0.125519782,9.393633682,77.32247156,1.168662934,31.55942419,0.571325601,458.127149,3,3,3,13.91224859,4.607324457,13.58045704,3.874664113,Winter,Winter
Melbourne,2007,0.585269354,0.609889296,-0.12254859,9.581864022,78.22134581,1.987505285,61.61897704,0.589304558,574.437455,3,3,3,13.52239728,4.836984086,12.93712792,4.22709479,Winter,Winter
Melbourne,2008,0.47273709,0.839471611,-0.102946128,9.667260744,78.03270775,2.001313587,66.98739452,0.613226415,607.5095916,3,3,3,13.47473688,4.763494196,13.00199979,3.924022585,Winter,Winter
Melbourne,2009,0.289824761,0.724961102,-0.079513232,10.19048892,75.94506515,3.13094641,47.1097916,0.547242432,626.0531163,3,3,3,13.65157983,5.260108873,13.36175507,4.53514777,Winter,Winter
Melbourne,2010,0.798708148,0.557315838,-0.13455303,9.199749172,80.53929242,2.144243053,71.67408834,0.620593626,547.7409795,3,3,3,12.85917085,4.625937984,12.0604627,4.068622147,Winter,Winter
Melbourne,2011,0.664727865,1.090371569,-0.11699321,10.21611079,77.45372645,1.942749897,44.84504663,0.572678589,579.622238,3,3,3,14.53965416,5.495623681,13.8749263,4.405252111,Winter,Winter
Melbourne,2012,0.785826326,0.970198715,-0.12831961,9.66615848,78.86116767,1.94890001,72.59018216,0.620598635,600.5752817,3,3,3,13.00159126,4.487305617,12.21576493,3.517106902,Winter,Winter
Melbourne,2013,0.618495664,0.404188346,-0.107172151,10.36090547,78.5781569,2.644933361,66.42064718,0.601641916,601.7737754,3,3,3,14.2514979,5.790594287,13.63300223,5.38640594,Winter,Winter
Melbourne,2014,0.7384912,1.090886026,-0.151511399,10.26809878,80.67040887,1.963863764,47.61566861,0.651689591,567.2369138,3,3,3,14.02666708,5.182248922,13.28817588,4.091362895,Winter,Winter
Melbourne,2015,0.54243435,0.852837164,-0.114289981,9.26343028,79.3342414,1.805763154,48.77717453,0.652421837,553.7617412,3,3,3,13.25892068,4.141547582,12.71648633,3.288710418,Winter,Winter
Melbourne,2016,0.8634425,0.630978517,-0.144234879,10.2320069,79.99715715,2.728983242,80.73802201,0.677640635,627.5573179,3,3,3,13.90008346,5.219764033,13.03664096,4.588785517,Winter,Winter
Melbourne,2017,0.747022875,0.862521964,-0.133954845,9.323923374,77.72297464,2.433850191,47.83729383,0.56162058,536.6161891,3,3,3,13.35190668,4.704178445,12.60488381,3.841656481,Winter,Winter
Melbourne,2018,0.713630662,0.831212866,-0.115411087,9.582873639,74.93136376,2.916215981,52.76411938,0.579437988,662.82641,3,3,3,13.99449232,4.886563819,13.28086166,4.055350953,Winter,Winter
Melbourne,2019,0.810590581,1.022115692,-0.120930502,9.846307642,78.90186231,2.479810157,67.75042986,0.592776092,606.2267812,3,3,3,14.0624591,4.881898472,13.25186852,3.85978278,Winter,Winter
Melbourne,2020,1.102543931,1.074468768,-0.13386448,9.543320427,82.59677395,1.448997453,52.36290743,0.667753906,532.0566754,3,3,3,14.16030698,5.195919307,13.05776305,4.121450539,Winter,Winter
Melbourne,2021,0.97367819,0.798369173,-0.115962705,10.25394436,79.24576409,2.633322793,65.04816625,0.663279531,605.7606807,3,3,3,14.79817814,5.7220356,13.82449995,4.923666427,Winter,Winter
Melbourne,2022,0.916027758,1.052647261,-0.116965696,9.716333274,81.10781958,2.132329719,75.15321747,0.650871642,598.8341732,3,3,3,13.43337052,4.809773695,12.51734276,3.757126434,Winter,Winter
Melbourne,2023,0.86564075,1.247873426,-0.128325387,10.60967484,78.62014744,2.848110566,50.21899492,0.646163667,606.726753,3,3,3,13.85657226,5.945143461,12.99093151,4.697270036,Winter,Winter
Melbourne,2024,0.665142344,0.937659491,-0.12496586,10.23026722,78.34655628,1.997221167,48.4378205,0.657074894,568.342888,3,3,3,13.11312018,5.784307517,12.44797784,4.846648026,Winter,Winter
Melbourne,2025,0.55725578,1.236719773,-0.085682632,9.643566195,76.93780041,2.127513109,51.82012346,0.577195991,559.7905738,3,3,3,11.81921036,4.865046346,11.26195458,3.628326572,Winter,Winter
Perth,2003,0.65803858,0.318966623,-0.067670717,13.2720908,75.65171925,0.956390461,116.3546893,0.492371167,616.3410443,3,3,3,17.87345585,7.646692654,17.21541727,7.327726031,Winter,Winter
Perth,2004,0.684828655,0.453651928,-0.06722914,13.46426986,76.22603401,1.529502142,100.7115185,0.482395275,650.313903,3,3,3,17.57815374,8.120701894,16.89332509,7.667049966,Winter,Winter
Perth,2005,0.598943158,0.230461426,-0.070310104,13.07314584,76.39281357,0.543996378,97.28279416,0.461636839,579.2830316,3,3,3,17.68469646,8.100927528,17.08575331,7.870466102,Winter,Winter
Perth,2006,0.441563188,0.530235297,-0.052385198,13.76378141,70.02240675,1.512301511,67.75036911,0.367655921,576.0484394,3,3,3,19.24047236,8.14034009,18.79890917,7.610104793,Winter,Winter
Perth,2007,0.493318067,0.349704317,-0.063176996,14.31217888,71.99331398,1.990847931,89.7898936,0.47366185,679.9447494,3,3,3,18.49477934,8.728730659,18.00146127,8.379026342,Winter,Winter
Perth,2008,0.666777689,0.575405451,-0.074341796,13.20701322,71.4841166,1.422224609,98.33632884,0.407890371,558.5526497,3,3,3,18.13453737,8.067468244,17.46775968,7.492062793,Winter,Winter
Perth,2009,0.572134544,0.546955891,-0.063884365,13.55209626,76.51251266,1.534209545,113.9027685,0.492419005,647.1579568,3,3,3,17.81179987,7.927947192,17.23966532,7.380991301,Winter,Winter
Perth,2010,0.504342852,0.846663795,-0.05659995,12.86880976,71.24461924,1.072379115,59.9061421,0.390440022,474.4076491,3,3,3,18.52188534,7.126914651,18.01754248,6.280250856,Winter,Winter
Perth,2011,0.516518628,0.537019265,-0.059086182,14.25591808,74.1885337,0.911826531,110.6508972,0.478168601,630.2801897,3,3,3,18.11372109,8.614654066,17.59720247,8.077634801,Winter,Winter
Perth,2012,0.657495901,0.727377603,-0.080211555,13.68872531,72.55095697,1.214705918,72.62390579,0.458150031,503.2558109,3,3,3,18.51515643,8.117454153,17.85766052,7.39007655,Winter,Winter
Perth,2013,0.691320893,0.456914223,-0.07349792,13.96149028,74.69146456,1.412721422,74.68462628,0.416791689,566.5584691,3,3,3,18.85694054,8.131490279,18.16561964,7.674576057,Winter,Winter
Perth,2014,0.688906835,0.097310537,-0.085151359,14.22023296,73.77969944,1.050003513,83.12689016,0.452324801,525.5627428,3,3,3,18.78821278,8.868766561,18.09930594,8.771456024,Winter,Winter
Perth,2015,0.642876135,0.6230129,-0.075158604,14.11003176,75.32901361,0.972653005,86.35935837,0.507003663,505.8401044,3,3,3,18.58842757,8.663968005,17.94555144,8.040955105,Winter,Winter
Perth,2016,0.678907468,0.510857771,-0.073767894,12.68733733,75.69942941,0.528219641,81.55302524,0.52120801,608.4108029,3,3,3,17.20900299,7.46518693,16.53009552,6.954329159,Winter,Winter
Perth,2017,0.607227139,0.744951379,-0.067874948,13.93633234,73.25169069,1.771034608,101.231346,0.499597528,604.3955412,3,3,3,18.47104897,8.054926178,17.86382183,7.309974799,Winter,Winter
Perth,2018,0.595013564,0.573097328,-0.069018141,13.65456414,76.45632753,1.696947057,119.1689984,0.490471297,620.5173276,3,3,3,18.40190561,7.939927332,17.80689205,7.366830004,Winter,Winter
Perth,2019,0.523640272,0.694329426,-0.065008279,13.90565672,71.68688779,0.897368968,104.4048019,0.452829395,543.9133755,3,3,3,18.85711464,8.20102758,18.33347437,7.506698154,Winter,Winter
Perth,2020,0.535976729,0.656115525,-0.071971982,14.39174803,72.95349531,0.93305933,80.82863806,0.489978991,594.090614,3,3,3,18.63430861,8.859603734,18.09833188,8.203488209,Winter,Winter
Perth,2021,0.653381119,0.408504725,-0.074106537,13.80829108,76.44034856,1.59201835,117.8474183,0.511916039,640.8906083,3,3,3,18.15199144,8.223557165,17.49861032,7.815052441,Winter,Winter
Perth,2022,0.642532039,0.310251903,-0.079476992,13.72277454,75.02161981,1.076153124,100.2974424,0.482084709,598.9594117,3,3,3,18.3522513,8.464906779,17.70971926,8.154654876,Winter,Winter
Perth,2023,0.648567659,0.26315959,-0.075444678,13.27625555,76.44750374,1.334416114,72.54270537,0.482654554,552.5712447,3,3,3,17.64168808,7.985601798,16.99312042,7.722442208,Winter,Winter
Perth,2024,0.676420031,0.199633634,-0.073732126,14.77009084,76.24327861,1.854024574,120.7926089,0.53268322,657.5095636,3,3,3,17.53337526,9.152172405,16.85695523,8.952538771,Winter,Winter
Perth,2025,0.532390723,0.682287212,-0.080810957,13.55340762,76.81954893,0.684481055,137.863524,0.498018317,560.510962,3,3,3,15.5970826,8.155702584,15.06469188,7.473415371,Winter,Winter
Sydney,2003,1.041815723,0.667195881,-0.081267589,12.45977456,69.03939944,1.63658354,44.01124132,0.332619284,515.2508228,3,3,3,18.39553917,7.404152951,17.35372345,6.73695707,Winter,Winter
Sydney,2004,0.265020957,1.089611332,-0.044681601,12.68528521,63.60002204,1.989237333,30.96011846,0.320960277,586.3936672,3,3,3,18.73683412,7.537573234,18.47181316,6.447961903,Winter,Winter
Sydney,2005,0.406458425,0.779221801,-0.044217472,12.81388844,68.09281483,1.582232445,47.57823936,0.302956169,529.274559,3,3,3,18.85131176,7.341943437,18.44485333,6.562721636,Winter,Winter
Sydney,2006,0.600876977,0.622482727,-0.04649963,12.25129561,70.33782704,1.715265944,53.60832164,0.379440098,484.0917875,3,3,3,18.17009061,7.408157219,17.56921364,6.785674491,Winter,Winter
Sydney,2007,1.126381674,0.798852971,-0.089080682,12.46982994,69.94954671,2.163273474,129.3012057,0.406366664,584.1805178,3,3,3,18.25171348,7.466983818,17.12533181,6.668130846,Winter,Winter
Sydney,2008,1.042076066,0.801780261,-0.071540839,12.12188952,69.00372954,2.21575775,64.48752642,0.437608973,597.433182,3,3,3,17.39891461,6.629143993,16.35683854,5.827363732,Winter,Winter
Sydney,2009,1.022504966,0.956192651,-0.074945756,12.83243781,66.50791957,1.931483334,36.30784298,0.344444584,543.3241998,3,3,3,18.24889269,7.99724446,17.22638773,7.041051809,Winter,Winter
Sydney,2010,0.918450654,0.362190925,-0.060752255,12.23041253,70.50877899,1.894223699,52.88470819,0.408117915,583.9631122,3,3,3,17.59709728,7.497834538,16.67864662,7.135643614,Winter,Winter
Sydney,2011,0.850293591,0.948434586,-0.078215402,12.41539556,71.05600523,1.793262835,54.49819237,0.393512547,573.0281417,3,3,3,17.75132326,7.461873385,16.90102967,6.513438799,Winter,Winter
Sydney,2012,1.010357271,0.664896186,-0.074486687,12.09266401,69.22247465,2.030628613,39.66762685,0.380008036,589.3520438,3,3,3,17.68282258,6.682055794,16.6724653,6.017159609,Winter,Winter
Sydney,2013,1.09029311,0.667874808,-0.077730354,12.97715464,70.55608557,1.807095662,57.93798909,0.403661337,516.2920166,3,3,3,19.11280164,8.181162621,18.02250853,7.513287812,Winter,Winter
Sydney,2014,0.65666352,0.566416672,-0.066237462,12.65029549,69.23862709,2.313844943,63.96946964,0.372303453,569.2056522,3,3,3,18.1034312,7.58303332,17.44676768,7.016616648,Winter,Winter
Sydney,2015,1.151513201,0.462807682,-0.066764227,12.06187001,71.56894807,1.760254841,49.28486108,0.383429706,457.3539103,3,3,3,17.80303835,7.080833758,16.65152515,6.618026076,Winter,Winter
Sydney,2016,1.149937904,0.744518078,-0.055289484,13.09699828,70.05459445,1.907264685,118.9707451,0.442759977,538.6801099,3,3,3,18.50021786,7.871394951,17.35027995,7.126876872,Winter,Winter
Sydney,2017,1.043304614,0.423836952,-0.077246805,12.49104361,66.32348288,2.307817201,31.72203283,0.335054449,528.1058163,3,3,3,18.74402114,7.799074901,17.70071652,7.375237949,Winter,Winter
Sydney,2018,0.387754014,0.86361588,-0.041093175,12.43599844,61.56989248,2.025119696,32.96265317,0.291387403,585.6053199,3,3,3,18.39286015,7.299569515,18.00510614,6.435953635,Winter,Winter
Sydney,2019,0.79829447,0.441077134,-0.066429944,12.76437749,66.05092289,1.967523982,45.62756199,0.331151979,534.1037654,3,3,3,19.25973369,7.791114464,18.46143922,7.35003733,Winter,Winter
Sydney,2020,1.210086621,0.726984852,-0.078345729,12.55372443,71.9619133,2.0011875,81.31382981,0.411455844,506.8153137,3,3,3,18.44344409,7.611242849,17.23335747,6.884257997,Winter,Winter
Sydney,2021,1.110641887,0.860504569,-0.063561551,12.46044003,69.09520406,2.034750359,51.01639428,0.405953951,537.7350299,3,3,3,18.67148989,7.836524748,17.560848,6.976020179,Winter,Winter
Sydney,2022,1.123816573,0.612914095,-0.070608443,12.38958972,71.97714375,2.187941817,110.0251719,0.430151043,546.862695,3,3,3,17.28118185,7.506955636,16.15736528,6.894041541,Winter,Winter
Sydney,2023,0.747022556,0.450774661,-0.053143629,12.87686335,69.97627213,1.499334939,29.53164674,0.318035969,436.2432886,3,3,3,18.65788922,8.288163864,17.91086667,7.837389203,Winter,Winter
Sydney,2024,0.893743529,0.395325764,-0.079475911,13.01868074,71.8448861,2.007454486,63.8675595,0.47507849,486.7384851,3,3,3,16.87663603,8.325693883,15.9828925,7.930368119,Winter,Winter
Sydney,2025,0.88492253,0.205111332,-0.076881905,12.3071268,71.63580585,2.083240805,92.68801855,0.432631022,542.0755963,3,3,3,14.93855754,7.89527082,14.05363501,7.690159489,Winter,Winter
